Season,TeamName,eFGPct,RankeFGPct,TOPct,RankTOPct,ORPct,RankORPct,FTRate,RankFTRate
2022,The Citadel,51.953125,94,17.23602677,99,23.79110251,303,30.04807692,182
2022,Toledo,53.50302419,39,14.81695718,14,30.46594982,101,28.72983871,228
2022,Towson,51.97123069,92,17.97340669,140,36.07305936,8,34.20351625,69
2022,Troy,47.40717029,287,21.93193806,343,31.93193193,60,34.82714469,58
2022,Tulane,51.23419627,119,14.98495363,19,20.14242116,350,33.35340157,90
2022,Tulsa,49.56319161,196,19.0222925,223,26.70509126,224,31.04251602,151
2022,UAB,52.88509784,53,16.34397233,48,33.36267606,36,29.4530858,208
2022,UC Davis,48.60779634,246,17.91556706,134,26.15587847,243,29.43516309,210
2022,UC Irvine,47.58454106,280,20.58892343,310,29.89276139,121,29.71014493,194
2022,UC Riverside,50.67663818,140,18.34662641,176,22.38095238,329,26.85185185,276
2022,UC San Diego,51.98191933,90,18.88750941,217,18.55309218,354,32.68428373,105
2022,UC Santa Barbara,53.5483871,35,19.28907214,238,28.375,165,37.20430108,32
2022,UCF,49.88558352,182,19.06724128,225,30.82636955,87,28.54691076,233
2022,UCLA,50.55387714,146,13.37983549,5,31.95521102,58,29.80866062,187
2022,UMBC,52.56118384,68,16.18777823,44,21.87802517,337,31.07569721,149
2022,UMKC,52.30566535,78,15.61951088,32,21.61254199,341,31.62055336,134
2022,UMass Lowell,48.03149606,266,18.28769052,172,29.3,139,26.52937614,286
2022,UNC Asheville,49.933643,179,18.25754854,167,26.3214671,236,38.02256138,21
2022,UNC Greensboro,49.75369458,186,20.30205173,293,32.33779609,51,27.21674877,269
2022,UNC Wilmington,47.40888383,286,15.38366413,27,28.71467639,156,33.37129841,89
2022,UNLV,49.12231031,223,16.95264158,77,27.09090909,208,30.69082673,160
2022,USC,51.05020492,125,17.69881915,124,33.79191745,25,30.94262295,155
2022,USC Upstate,51.37278829,111,18.66351504,203,21.83316169,339,28.3709579,238
2022,UT Arlington,45.67861716,335,20.25480984,291,30.54726368,98,29.70550576,195
2022,UT Rio Grande Valley,49.47172157,204,20.76717934,316,24.65483235,290,41.39216905,2
2022,UTEP,49.02712264,226,16.9838874,82,22.53658537,325,28.36084906,240
2022,UTSA,43.60967185,353,17.62284787,120,29.53549518,128,25.44617156,307
2022,Utah,48.44357977,250,18.09825447,153,29.29020665,141,30.01667593,183
2022,Utah State,54.191295,24,18.37468377,178,25.9469697,250,28.85545406,224
2022,Utah Valley,50.64456722,141,22.11575687,348,32.02020202,56,38.12154696,19
2022,VCU,51.46618791,109,21.80310248,341,26.59137577,232,30.2812687,177
2022,VMI,55.51157125,17,16.64362165,61,22.61146497,321,25.63946407,302
